investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status,cohort_year,gap_days
INV001332,2024-03-20,148568,SIP,1733,Uttar Pradesh,Agra,B30,26-35,Female,19.9,Mandate,Verified,2024,46.0
INV001332,2024-09-15,102886,SIP,20253,Uttar Pradesh,Agra,B30,26-35,Female,19.9,Mandate,Verified,2024,168.0
INV001332,2025-04-02,120844,SIP,14060,Uttar Pradesh,Agra,B30,26-35,Female,19.9,Mandate,Verified,2025,167.0
INV001332,2025-05-12,119092,SIP,1146,Uttar Pradesh,Agra,B30,26-35,Female,19.9,Net Banking,Verified,2025,40.0
INV001333,2024-05-11,119599,SIP,570,Haryana,Faridabad,B30,26-35,Female,19.0,Cheque,Verified,2024,102.0
INV001333,2024-11-12,120505,SIP,2996,Haryana,Faridabad,B30,26-35,Female,19.0,Cheque,Verified,2024,185.0
INV001333,2025-03-20,120841,Lumpsum,515183,Haryana,Faridabad,B30,26-35,Female,19.0,UPI,Verified,2025,96.0
INV001334,2024-04-04,118633,SIP,3351,Punjab,Amritsar,B30,36-45,Male,38.6,Cheque,Verified,2024,40.0
INV001334,2024-07-07,119093,Redemption,160581,Punjab,Amritsar,B30,36-45,Male,38.6,Cheque,Verified,2024,94.0
INV001334,2024-08-12,119598,SIP,13361,Punjab,Amritsar,B30,36-45,Male,38.6,Mandate,Verified,2024,36.0
INV001334,2024-12-16,119120,Lumpsum,29218,Punjab,Amritsar,B30,36-45,Male,38.6,Cheque,Pending,2024,112.0
INV001334,2025-04-03,102887,SIP,936,Punjab,Amritsar,B30,36-45,Male,38.6,UPI,Pending,2025,75.0
INV001334,2025-05-22,100025,Redemption,357516,Punjab,Amritsar,B30,36-45,Male,38.6,Net Banking,Verified,2025,49.0
INV001335,2024-12-19,120506,Lumpsum,522434,Madhya Pradesh,Indore,T30,26-35,Male,6.9,Mandate,Verified,2024,209.0
INV001336,2024-04-05,149324,Lumpsum,164499,Tamil Nadu,Coimbatore,B30,18-25,Male,5.0,UPI,Verified,2024,55.0
INV001336,2024-05-31,149324,SIP,516,Tamil Nadu,Coimbatore,B30,18-25,Male,5.0,Net Banking,Verified,2024,56.0
INV001336,2024-12-26,119120,SIP,8472,Tamil Nadu,Coimbatore,B30,18-25,Male,5.0,Net Banking,Verified,2024,198.0
INV001336,2025-03-15,148569,SIP,15122,Tamil Nadu,Coimbatore,B30,18-25,Male,5.0,Net Banking,Verified,2025,79.0
INV001336,2025-04-28,118635,SIP,2009,Tamil Nadu,Coimbatore,B30,18-25,Male,5.0,Mandate,Verified,2025,44.0
INV001337,2024-04-15,119599,SIP,10858,Tamil Nadu,Chennai,T30,26-35,Male,10.0,Mandate,Verified,2024,40.0
INV001337,2024-05-22,118633,SIP,4739,Tamil Nadu,Chennai,T30,26-35,Male,10.0,Net Banking,Verified,2024,37.0
INV001337,2024-11-05,149324,SIP,40188,Tamil Nadu,Chennai,T30,26-35,Male,10.0,Mandate,Verified,2024,167.0
INV001338,2024-10-19,102885,SIP,2983,Gujarat,Surat,T30,26-35,Female,21.7,Mandate,Verified,2024,165.0
INV001340,2024-06-14,118633,Lumpsum,143745,Karnataka,Mysore,B30,36-45,Male,37.6,Net Banking,Verified,2024,123.0
INV001340,2025-03-28,119094,SIP,1777,Karnataka,Mysore,B30,36-45,Male,37.6,Net Banking,Verified,2025,287.0
INV001341,2024-05-04,118635,SIP,2759,Madhya Pradesh,Indore,T30,46-55,Male,89.7,Mandate,Verified,2024,84.0
INV001341,2024-11-22,149322,SIP,2151,Madhya Pradesh,Indore,T30,46-55,Male,89.7,Net Banking,Verified,2024,202.0
INV001341,2025-02-25,101208,Lumpsum,359055,Madhya Pradesh,Indore,T30,46-55,Male,89.7,Cheque,Verified,2025,95.0
INV001342,2024-12-23,101208,SIP,2728,West Bengal,Kolkata,T30,26-35,Female,15.5,Mandate,Verified,2024,255.0
INV001342,2025-03-05,119095,SIP,57833,West Bengal,Kolkata,T30,26-35,Female,15.5,Net Banking,Verified,2025,72.0
INV001342,2025-05-05,149324,SIP,53069,West Bengal,Kolkata,T30,26-35,Female,15.5,UPI,Verified,2025,61.0
INV001343,2024-05-26,120844,Lumpsum,489961,Gujarat,Surat,T30,18-25,Female,6.9,UPI,Verified,2024,88.0
INV001343,2024-08-05,102887,SIP,4102,Gujarat,Surat,T30,18-25,Female,6.9,Net Banking,Verified,2024,71.0
INV001343,2024-12-04,119599,SIP,7227,Gujarat,Surat,T30,18-25,Female,6.9,UPI,Verified,2024,65.0
INV001344,2024-05-29,119598,Lumpsum,333059,Rajasthan,Jaipur,T30,26-35,Male,10.0,Cheque,Pending,2024,78.0
INV001344,2025-01-09,119551,Redemption,126043,Rajasthan,Jaipur,T30,26-35,Male,10.0,Net Banking,Verified,2025,225.0
INV001345,2024-05-24,120507,SIP,6455,Tamil Nadu,Coimbatore,B30,26-35,Male,17.3,Mandate,Verified,2024,104.0
INV001345,2024-07-13,119551,Lumpsum,460181,Tamil Nadu,Coimbatore,B30,26-35,Male,17.3,Cheque,Verified,2024,50.0
INV001345,2024-09-13,100033,Lumpsum,358603,Tamil Nadu,Coimbatore,B30,26-35,Male,17.3,Cheque,Verified,2024,62.0
INV001345,2025-02-17,120843,SIP,8731,Tamil Nadu,Coimbatore,B30,26-35,Male,17.3,Cheque,Verified,2025,157.0
INV001345,2025-04-17,120505,Lumpsum,175458,Tamil Nadu,Coimbatore,B30,26-35,Male,17.3,UPI,Pending,2025,59.0
INV001346,2024-07-22,120504,SIP,14843,Gujarat,Surat,T30,18-25,Male,5.7,Net Banking,Verified,2024,137.0
INV001346,2024-10-09,102885,SIP,45865,Gujarat,Surat,T30,18-25,Male,5.7,UPI,Verified,2024,47.0
INV001346,2025-05-02,148569,Lumpsum,291467,Gujarat,Surat,T30,18-25,Male,5.7,Cheque,Verified,2025,205.0
INV001347,2025-01-28,119095,SIP,2668,Madhya Pradesh,Indore,T30,46-55,Male,57.6,UPI,Verified,2025,265.0
INV001348,2024-08-30,125498,SIP,2531,Haryana,Gurugram,T30,26-35,Female,8.6,UPI,Verified,2024,121.0
INV001348,2024-11-20,100033,Redemption,256886,Haryana,Gurugram,T30,26-35,Female,8.6,UPI,Verified,2024,42.0
INV001348,2025-04-20,119598,Lumpsum,172513,Haryana,Gurugram,T30,26-35,Female,8.6,UPI,Verified,2025,89.0
INV001349,2024-09-17,118636,Lumpsum,378938,Haryana,Gurugram,T30,18-25,Female,5.3,UPI,Verified,2024,87.0
INV001349,2024-10-31,120843,Redemption,88295,Haryana,Gurugram,T30,18-25,Female,5.3,Mandate,Verified,2024,44.0
INV001350,2024-02-21,120503,Lumpsum,166489,Madhya Pradesh,Bhopal,B30,46-55,Female,31.7,UPI,Verified,2024,49.0
INV001350,2024-05-05,120843,Lumpsum,272581,Madhya Pradesh,Bhopal,B30,46-55,Female,31.7,Net Banking,Verified,2024,36.0
INV001350,2025-02-16,100025,Lumpsum,166099,Madhya Pradesh,Bhopal,B30,46-55,Female,31.7,UPI,Verified,2025,287.0
INV001350,2025-05-15,119599,SIP,6216,Madhya Pradesh,Bhopal,B30,46-55,Female,31.7,UPI,Verified,2025,88.0
INV001351,2024-03-25,119599,Lumpsum,35299,Uttar Pradesh,Kanpur,B30,26-35,Male,8.5,UPI,Verified,2024,37.0
INV001351,2024-07-27,119552,SIP,28197,Uttar Pradesh,Kanpur,B30,26-35,Male,8.5,Mandate,Pending,2024,94.0
INV001351,2025-01-19,125498,Lumpsum,130174,Uttar Pradesh,Kanpur,B30,26-35,Male,8.5,UPI,Pending,2025,144.0
INV001352,2024-09-12,120843,Redemption,146857,Punjab,Chandigarh,T30,26-35,Female,8.3,UPI,Verified,2024,115.0
INV001352,2025-01-29,120504,Redemption,41865,Punjab,Chandigarh,T30,26-35,Female,8.3,UPI,Verified,2025,139.0
INV001353,2024-06-10,118633,SIP,21497,Punjab,Amritsar,B30,26-35,Male,6.5,UPI,Verified,2024,52.0
INV001353,2024-07-20,148567,SIP,6005,Punjab,Amritsar,B30,26-35,Male,6.5,Net Banking,Verified,2024,40.0
INV001353,2024-08-26,148569,Lumpsum,58396,Punjab,Amritsar,B30,26-35,Male,6.5,Net Banking,Verified,2024,37.0
INV001353,2024-11-15,118636,SIP,4726,Punjab,Amritsar,B30,26-35,Male,6.5,UPI,Verified,2024,61.0
INV001353,2025-03-29,101206,SIP,8333,Punjab,Amritsar,B30,26-35,Male,6.5,UPI,Verified,2025,134.0
INV001354,2024-07-06,149324,Redemption,142588,Tamil Nadu,Coimbatore,B30,18-25,Male,7.0,Mandate,Verified,2024,136.0
INV001354,2024-12-03,148568,Lumpsum,208864,Tamil Nadu,Coimbatore,B30,18-25,Male,7.0,Mandate,Pending,2024,150.0
INV001354,2025-01-11,125498,Redemption,333445,Tamil Nadu,Coimbatore,B30,18-25,Male,7.0,Mandate,Verified,2025,39.0
INV001354,2025-03-21,120506,SIP,29687,Tamil Nadu,Coimbatore,B30,18-25,Male,7.0,Cheque,Verified,2025,37.0
INV001355,2024-06-03,119093,SIP,7936,Tamil Nadu,Chennai,T30,46-55,Female,89.8,Cheque,Verified,2024,101.0
INV001355,2024-08-14,118633,Lumpsum,391004,Tamil Nadu,Chennai,T30,46-55,Female,89.8,UPI,Pending,2024,46.0
INV001355,2024-12-20,120843,SIP,5372,Tamil Nadu,Chennai,T30,46-55,Female,89.8,Net Banking,Verified,2024,128.0
INV001355,2025-03-15,118634,SIP,565,Tamil Nadu,Chennai,T30,46-55,Female,89.8,Cheque,Verified,2025,85.0
INV001356,2024-05-05,102885,SIP,1075,Gujarat,Ahmedabad,T30,26-35,Male,19.7,Cheque,Verified,2024,46.0
INV001356,2024-06-29,120844,Lumpsum,104693,Gujarat,Ahmedabad,T30,26-35,Male,19.7,Mandate,Verified,2024,37.0
INV001356,2024-08-26,100033,SIP,8876,Gujarat,Ahmedabad,T30,26-35,Male,19.7,Net Banking,Verified,2024,58.0
INV001356,2024-12-17,149322,Lumpsum,256455,Gujarat,Ahmedabad,T30,26-35,Male,19.7,Mandate,Verified,2024,82.0
INV001356,2025-04-05,149323,SIP,8631,Gujarat,Ahmedabad,T30,26-35,Male,19.7,UPI,Verified,2025,109.0
INV001357,2024-09-07,148569,Lumpsum,432938,Gujarat,Ahmedabad,T30,36-45,Female,58.4,Net Banking,Verified,2024,41.0
INV001357,2024-12-08,102887,SIP,5889,Gujarat,Ahmedabad,T30,36-45,Female,58.4,UPI,Verified,2024,92.0
INV001359,2024-09-17,148569,Redemption,220103,Haryana,Gurugram,T30,36-45,Female,41.8,Cheque,Verified,2024,141.0
INV001359,2025-03-08,120504,SIP,1191,Haryana,Gurugram,T30,36-45,Female,41.8,Net Banking,Verified,2025,143.0
INV001359,2025-05-19,118634,SIP,28962,Haryana,Gurugram,T30,36-45,Female,41.8,Cheque,Verified,2025,38.0
INV001361,2024-03-16,119092,SIP,17865,West Bengal,Kolkata,T30,26-35,Female,21.1,UPI,Pending,2024,48.0
INV001361,2024-06-14,125498,SIP,11421,West Bengal,Kolkata,T30,26-35,Female,21.1,Net Banking,Verified,2024,65.0
INV001361,2024-08-05,118635,SIP,56506,West Bengal,Kolkata,T30,26-35,Female,21.1,UPI,Verified,2024,52.0
INV001361,2024-11-26,120503,SIP,3423,West Bengal,Kolkata,T30,26-35,Female,21.1,Net Banking,Verified,2024,93.0
INV001362,2024-07-13,119092,SIP,2756,Uttar Pradesh,Agra,B30,18-25,Male,8.0,Mandate,Verified,2024,37.0
INV001363,2024-03-27,120842,SIP,10843,Karnataka,Mysore,B30,56+,Male,29.4,UPI,Verified,2024,45.0
INV001363,2024-06-09,119093,Lumpsum,299874,Karnataka,Mysore,B30,56+,Male,29.4,UPI,Verified,2024,74.0
INV001363,2024-10-12,119552,Lumpsum,76249,Karnataka,Mysore,B30,56+,Male,29.4,Cheque,Verified,2024,125.0
INV001364,2024-05-28,148568,Lumpsum,459373,Delhi,Gurugram,T30,26-35,Male,11.6,UPI,Verified,2024,126.0
INV001365,2024-04-28,118636,SIP,425,Tamil Nadu,Coimbatore,B30,36-45,Male,25.3,Net Banking,Verified,2024,105.0
INV001365,2024-08-06,148569,SIP,2250,Tamil Nadu,Coimbatore,B30,36-45,Male,25.3,Net Banking,Verified,2024,100.0
INV001366,2024-05-04,148569,SIP,15905,Maharashtra,Pune,T30,26-35,Female,13.6,Cheque,Verified,2024,47.0
INV001366,2024-06-28,149323,Lumpsum,239716,Maharashtra,Pune,T30,26-35,Female,13.6,UPI,Verified,2024,55.0
INV001366,2024-11-01,100016,SIP,503,Maharashtra,Pune,T30,26-35,Female,13.6,Net Banking,Verified,2024,96.0
INV001366,2025-03-14,102886,SIP,8765,Maharashtra,Pune,T30,26-35,Female,13.6,Mandate,Verified,2025,98.0
INV001366,2025-04-22,119551,SIP,4121,Maharashtra,Pune,T30,26-35,Female,13.6,Cheque,Verified,2025,39.0
INV001367,2024-04-07,100025,Lumpsum,81636,Maharashtra,Nashik,B30,36-45,Male,32.2,Mandate,Verified,2024,66.0
INV001367,2024-05-22,148568,SIP,13829,Maharashtra,Nashik,B30,36-45,Male,32.2,Net Banking,Verified,2024,45.0
INV001367,2024-12-30,101208,SIP,2703,Maharashtra,Nashik,B30,36-45,Male,32.2,Mandate,Verified,2024,222.0
INV001367,2025-04-27,118633,SIP,28146,Maharashtra,Nashik,B30,36-45,Male,32.2,Mandate,Verified,2025,118.0
INV001368,2024-06-08,101206,Redemption,9909,Tamil Nadu,Chennai,T30,36-45,Female,23.3,Net Banking,Verified,2024,42.0
INV001369,2024-06-26,119552,SIP,1166,Gujarat,Ahmedabad,T30,46-55,Male,83.8,Net Banking,Verified,2024,87.0
INV001369,2024-09-30,120503,SIP,58820,Gujarat,Ahmedabad,T30,46-55,Male,83.8,Net Banking,Verified,2024,70.0
INV001369,2024-12-08,119093,Lumpsum,68760,Gujarat,Ahmedabad,T30,46-55,Male,83.8,Cheque,Verified,2024,36.0
INV001369,2025-04-18,149322,Redemption,366798,Gujarat,Ahmedabad,T30,46-55,Male,83.8,Mandate,Verified,2025,131.0
INV001370,2024-03-26,120507,SIP,415,Tamil Nadu,Coimbatore,B30,26-35,Male,7.5,Mandate,Pending,2024,63.0
INV001370,2024-09-06,149323,SIP,10607,Tamil Nadu,Coimbatore,B30,26-35,Male,7.5,Net Banking,Verified,2024,164.0
INV001370,2024-10-20,118634,SIP,11014,Tamil Nadu,Coimbatore,B30,26-35,Male,7.5,Cheque,Verified,2024,44.0
INV001370,2025-03-09,118632,SIP,4900,Tamil Nadu,Coimbatore,B30,26-35,Male,7.5,Cheque,Verified,2025,140.0
INV001370,2025-05-23,120507,Redemption,53908,Tamil Nadu,Coimbatore,B30,26-35,Male,7.5,UPI,Verified,2025,71.0
INV001371,2024-12-13,148567,Lumpsum,424348,Tamil Nadu,Coimbatore,B30,26-35,Male,22.9,Net Banking,Pending,2024,120.0
INV001371,2025-02-20,119599,Lumpsum,214285,Tamil Nadu,Coimbatore,B30,26-35,Male,22.9,Net Banking,Verified,2025,69.0
INV001371,2025-03-31,119093,SIP,538,Tamil Nadu,Coimbatore,B30,26-35,Male,22.9,Cheque,Verified,2025,39.0
INV001372,2024-09-14,118636,SIP,13261,Haryana,Faridabad,B30,56+,Male,46.7,UPI,Verified,2024,199.0
INV001372,2025-02-03,120844,Redemption,193159,Haryana,Faridabad,B30,56+,Male,46.7,UPI,Verified,2025,142.0
INV001373,2024-12-26,125497,SIP,481,Madhya Pradesh,Indore,T30,26-35,Female,22.6,Mandate,Verified,2024,154.0
INV001373,2025-03-20,119092,Redemption,180903,Madhya Pradesh,Indore,T30,26-35,Female,22.6,Cheque,Verified,2025,84.0
INV001374,2024-08-25,101206,Lumpsum,224478,Madhya Pradesh,Indore,T30,36-45,Male,14.2,Cheque,Verified,2024,67.0
INV001374,2024-10-30,100016,Lumpsum,144366,Madhya Pradesh,Indore,T30,36-45,Male,14.2,Mandate,Verified,2024,45.0
INV001374,2025-02-08,101206,SIP,10294,Madhya Pradesh,Indore,T30,36-45,Male,14.2,Cheque,Verified,2025,101.0
INV001374,2025-05-20,119551,Lumpsum,227241,Madhya Pradesh,Indore,T30,36-45,Male,14.2,Cheque,Verified,2025,68.0
INV001375,2024-03-13,149323,SIP,4162,Haryana,Gurugram,T30,18-25,Male,6.3,Net Banking,Verified,2024,38.0
INV001375,2024-08-30,101208,Redemption,138906,Haryana,Gurugram,T30,18-25,Male,6.3,Mandate,Verified,2024,82.0
INV001375,2024-10-16,101207,SIP,933,Haryana,Gurugram,T30,18-25,Male,6.3,Cheque,Verified,2024,47.0
INV001375,2025-04-10,119094,SIP,2141,Haryana,Gurugram,T30,18-25,Male,6.3,Mandate,Pending,2025,176.0
INV001375,2025-05-20,119120,SIP,20244,Haryana,Gurugram,T30,18-25,Male,6.3,Cheque,Verified,2025,40.0
INV001376,2024-07-14,120505,SIP,9774,Gujarat,Surat,T30,26-35,Male,15.8,Mandate,Verified,2024,181.0
INV001376,2024-11-04,120507,SIP,561,Gujarat,Surat,T30,26-35,Male,15.8,Cheque,Verified,2024,107.0
INV001376,2025-04-09,120844,SIP,590,Gujarat,Surat,T30,26-35,Male,15.8,Mandate,Verified,2025,148.0
INV001377,2024-05-21,120505,SIP,4387,Maharashtra,Mumbai,T30,56+,Female,64.7,Cheque,Pending,2024,103.0
INV001377,2024-09-26,118636,Lumpsum,446656,Maharashtra,Mumbai,T30,56+,Female,64.7,Cheque,Verified,2024,99.0
INV001377,2025-01-28,148568,Redemption,388767,Maharashtra,Mumbai,T30,56+,Female,64.7,Net Banking,Verified,2025,113.0
INV001377,2025-05-07,119120,Lumpsum,111784,Maharashtra,Mumbai,T30,56+,Female,64.7,Cheque,Verified,2025,99.0
INV001378,2024-07-02,148568,SIP,1017,Delhi,Noida,T30,36-45,Male,21.1,Cheque,Verified,2024,99.0
INV001378,2024-11-07,100033,Redemption,524614,Delhi,Noida,T30,36-45,Male,21.1,Cheque,Verified,2024,128.0
INV001378,2025-01-06,101207,Lumpsum,267607,Delhi,Noida,T30,36-45,Male,21.1,Cheque,Verified,2025,60.0
INV001378,2025-02-21,119598,Lumpsum,256832,Delhi,Noida,T30,36-45,Male,21.1,Cheque,Verified,2025,46.0
INV001378,2025-04-25,149324,Lumpsum,324906,Delhi,Noida,T30,36-45,Male,21.1,Cheque,Verified,2025,63.0
INV001379,2024-04-05,119552,SIP,5855,Punjab,Amritsar,B30,56+,Female,74.3,Mandate,Verified,2024,74.0
INV001379,2024-05-28,119552,SIP,8144,Punjab,Amritsar,B30,56+,Female,74.3,Mandate,Pending,2024,53.0
INV001379,2024-09-02,120503,SIP,473,Punjab,Amritsar,B30,56+,Female,74.3,Mandate,Verified,2024,74.0
INV001379,2024-11-07,125498,Lumpsum,405442,Punjab,Amritsar,B30,56+,Female,74.3,UPI,Verified,2024,61.0
INV001380,2024-12-14,120505,SIP,2399,Haryana,Gurugram,T30,36-45,Male,27.6,Mandate,Verified,2024,105.0
INV001382,2024-12-09,118634,Redemption,13812,Karnataka,Mysore,B30,26-35,Male,18.9,Cheque,Verified,2024,201.0
INV001382,2025-03-10,119095,SIP,2065,Karnataka,Mysore,B30,26-35,Male,18.9,Cheque,Verified,2025,91.0
INV001383,2024-04-03,120503,SIP,2201,Maharashtra,Pune,T30,26-35,Male,18.6,Mandate,Verified,2024,37.0
INV001383,2024-05-16,119092,SIP,889,Maharashtra,Pune,T30,26-35,Male,18.6,Net Banking,Verified,2024,43.0
INV001383,2024-06-27,120506,SIP,52482,Maharashtra,Pune,T30,26-35,Male,18.6,Net Banking,Verified,2024,42.0
INV001383,2024-08-20,120507,Lumpsum,311128,Maharashtra,Pune,T30,26-35,Male,18.6,Net Banking,Verified,2024,54.0
INV001383,2024-11-12,119552,SIP,2104,Maharashtra,Pune,T30,26-35,Male,18.6,Cheque,Verified,2024,65.0
INV001383,2025-03-09,120842,SIP,2692,Maharashtra,Pune,T30,26-35,Male,18.6,Mandate,Verified,2025,117.0
INV001384,2024-07-26,148569,SIP,57539,Maharashtra,Mumbai,T30,26-35,Female,16.0,Mandate,Verified,2024,149.0
INV001384,2024-11-02,102885,Lumpsum,210336,Maharashtra,Mumbai,T30,26-35,Female,16.0,Net Banking,Verified,2024,97.0
INV001384,2025-01-15,149323,SIP,2720,Maharashtra,Mumbai,T30,26-35,Female,16.0,Net Banking,Pending,2025,74.0
INV001385,2024-06-24,101207,SIP,5623,Tamil Nadu,Chennai,T30,26-35,Male,13.7,Cheque,Verified,2024,152.0
INV001385,2025-04-25,149324,SIP,524,Tamil Nadu,Chennai,T30,26-35,Male,13.7,Net Banking,Verified,2025,305.0
INV001386,2024-04-01,102885,Lumpsum,274865,Tamil Nadu,Coimbatore,B30,18-25,Male,7.5,Mandate,Verified,2024,61.0
INV001386,2024-08-19,149324,SIP,8505,Tamil Nadu,Coimbatore,B30,18-25,Male,7.5,Mandate,Verified,2024,133.0
INV001386,2024-12-07,125498,Lumpsum,200134,Tamil Nadu,Coimbatore,B30,18-25,Male,7.5,Mandate,Verified,2024,75.0
INV001387,2024-03-29,102887,SIP,16308,Tamil Nadu,Chennai,T30,36-45,Male,37.4,Cheque,Verified,2024,49.0
INV001387,2024-06-03,119095,SIP,899,Tamil Nadu,Chennai,T30,36-45,Male,37.4,UPI,Verified,2024,66.0
INV001387,2024-08-21,125498,SIP,2877,Tamil Nadu,Chennai,T30,36-45,Male,37.4,Mandate,Verified,2024,79.0
INV001387,2024-11-20,118636,SIP,984,Tamil Nadu,Chennai,T30,36-45,Male,37.4,Mandate,Verified,2024,91.0
INV001387,2025-03-30,118632,SIP,10627,Tamil Nadu,Chennai,T30,36-45,Male,37.4,Mandate,Verified,2025,130.0
INV001388,2024-08-11,119120,Lumpsum,395729,Punjab,Amritsar,B30,46-55,Male,72.8,UPI,Verified,2024,99.0
INV001388,2024-09-19,101206,Lumpsum,166834,Punjab,Amritsar,B30,46-55,Male,72.8,Mandate,Verified,2024,39.0
INV001388,2025-01-21,120507,SIP,50533,Punjab,Amritsar,B30,46-55,Male,72.8,Cheque,Verified,2025,124.0
INV001388,2025-04-22,119599,Redemption,70098,Punjab,Amritsar,B30,46-55,Male,72.8,Cheque,Verified,2025,75.0
INV001389,2024-05-17,118635,Redemption,157270,Karnataka,Mysore,B30,46-55,Female,39.7,Net Banking,Pending,2024,60.0
INV001389,2024-08-12,148568,SIP,1101,Karnataka,Mysore,B30,46-55,Female,39.7,Net Banking,Verified,2024,87.0
INV001389,2024-11-25,102887,Lumpsum,363705,Karnataka,Mysore,B30,46-55,Female,39.7,Cheque,Verified,2024,105.0
INV001389,2025-05-02,119095,Lumpsum,172876,Karnataka,Mysore,B30,46-55,Female,39.7,Net Banking,Verified,2025,158.0
INV001390,2024-03-15,101208,Lumpsum,223393,Haryana,Gurugram,T30,26-35,Female,13.0,Net Banking,Verified,2024,42.0
INV001390,2024-10-18,119095,Lumpsum,199448,Haryana,Gurugram,T30,26-35,Female,13.0,Mandate,Pending,2024,201.0
INV001390,2025-03-08,118634,SIP,7496,Haryana,Gurugram,T30,26-35,Female,13.0,Net Banking,Verified,2025,141.0
INV001391,2024-07-26,149324,SIP,28591,Madhya Pradesh,Bhopal,B30,36-45,Male,18.5,Net Banking,Verified,2024,177.0
INV001391,2025-01-07,119120,SIP,45464,Madhya Pradesh,Bhopal,B30,36-45,Male,18.5,Cheque,Verified,2025,114.0
INV001391,2025-04-09,119598,Redemption,540893,Madhya Pradesh,Bhopal,B30,36-45,Male,18.5,Mandate,Verified,2025,92.0
INV001391,2025-05-26,120841,Lumpsum,217697,Madhya Pradesh,Bhopal,B30,36-45,Male,18.5,Mandate,Verified,2025,42.0
INV001392,2024-09-22,119094,Lumpsum,148241,Rajasthan,Udaipur,B30,26-35,Male,18.5,UPI,Verified,2024,99.0
INV001392,2024-12-11,101207,SIP,14584,Rajasthan,Udaipur,B30,26-35,Male,18.5,Net Banking,Verified,2024,80.0
INV001392,2025-03-29,101206,SIP,17220,Rajasthan,Udaipur,B30,26-35,Male,18.5,UPI,Pending,2025,91.0
INV001393,2025-04-11,118632,SIP,24059,Punjab,Chandigarh,T30,56+,Male,67.6,Net Banking,Verified,2025,181.0
INV001394,2024-06-21,101207,Lumpsum,171671,Karnataka,Bangalore,T30,56+,Male,42.9,Cheque,Verified,2024,136.0
INV001394,2025-01-26,101207,SIP,909,Karnataka,Bangalore,T30,56+,Male,42.9,Mandate,Verified,2025,122.0
INV001394,2025-04-26,118633,SIP,16085,Karnataka,Bangalore,T30,56+,Male,42.9,Net Banking,Verified,2025,90.0
INV001395,2024-09-09,118632,Redemption,182333,Telangana,Hyderabad,T30,56+,Male,53.5,Net Banking,Verified,2024,151.0
INV001395,2024-10-15,120506,SIP,13389,Telangana,Hyderabad,T30,56+,Male,53.5,Mandate,Verified,2024,36.0
INV001395,2025-04-07,102885,Lumpsum,228006,Telangana,Hyderabad,T30,56+,Male,53.5,Mandate,Verified,2025,142.0
INV001396,2024-04-03,118633,Lumpsum,513208,Rajasthan,Jaipur,T30,26-35,Female,10.6,Net Banking,Verified,2024,37.0
INV001396,2024-09-19,149322,SIP,1134,Rajasthan,Jaipur,T30,26-35,Female,10.6,Net Banking,Verified,2024,169.0
INV001396,2025-01-19,119552,SIP,5627,Rajasthan,Jaipur,T30,26-35,Female,10.6,UPI,Verified,2025,122.0
INV001396,2025-04-02,148567,Redemption,326434,Rajasthan,Jaipur,T30,26-35,Female,10.6,Net Banking,Verified,2025,73.0
INV001397,2024-04-08,149323,SIP,5368,Delhi,New Delhi,T30,26-35,Male,20.8,Cheque,Verified,2024,73.0
INV001397,2024-06-01,120504,Lumpsum,294145,Delhi,New Delhi,T30,26-35,Male,20.8,Net Banking,Verified,2024,38.0
INV001397,2024-08-17,120841,Lumpsum,313581,Delhi,New Delhi,T30,26-35,Male,20.8,UPI,Verified,2024,77.0
INV001397,2024-11-04,118635,Lumpsum,219354,Delhi,New Delhi,T30,26-35,Male,20.8,Mandate,Verified,2024,79.0
INV001397,2025-01-03,118633,Lumpsum,171271,Delhi,New Delhi,T30,26-35,Male,20.8,Net Banking,Verified,2025,40.0
INV001397,2025-05-09,102887,SIP,4941,Delhi,New Delhi,T30,26-35,Male,20.8,Net Banking,Verified,2025,124.0
INV001398,2024-02-24,119092,SIP,858,Madhya Pradesh,Indore,T30,26-35,Female,18.4,Mandate,Verified,2024,45.0
INV001398,2024-07-11,118636,Lumpsum,71445,Madhya Pradesh,Indore,T30,26-35,Female,18.4,UPI,Verified,2024,131.0
INV001398,2024-11-03,119551,Redemption,60263,Madhya Pradesh,Indore,T30,26-35,Female,18.4,Cheque,Verified,2024,103.0
INV001398,2024-12-21,119092,SIP,2302,Madhya Pradesh,Indore,T30,26-35,Female,18.4,Cheque,Verified,2024,48.0
INV001398,2025-02-15,120841,Lumpsum,98125,Madhya Pradesh,Indore,T30,26-35,Female,18.4,UPI,Verified,2025,37.0
INV001399,2024-08-30,118636,Redemption,178506,Delhi,New Delhi,T30,26-35,Female,16.4,UPI,Verified,2024,92.0
INV001399,2024-10-12,101208,SIP,8643,Delhi,New Delhi,T30,26-35,Female,16.4,UPI,Verified,2024,43.0
INV001399,2025-03-21,125497,Redemption,160142,Delhi,New Delhi,T30,26-35,Female,16.4,Mandate,Verified,2025,160.0
INV001400,2024-07-07,148567,Lumpsum,281868,Tamil Nadu,Coimbatore,B30,36-45,Male,36.5,Cheque,Verified,2024,101.0
INV001400,2024-11-06,119095,Lumpsum,531801,Tamil Nadu,Coimbatore,B30,36-45,Male,36.5,UPI,Verified,2024,122.0
